source,text_extract,status
documentation/full_cost_report/chapter_four_workpapers/4_2_hwy_user_cost_original_word6.doc,documentation/legacy_text_extracts/4_2_hwy_user_cost_original_word6.txt,textutil_returncode_0
documentation/full_cost_report/chapter_four_workpapers/4_3_hwy_government_cost_original_word6.doc,documentation/legacy_text_extracts/4_3_hwy_government_cost_original_word6.txt,textutil_returncode_0
documentation/full_cost_report/chapter_four_workpapers/auto_operating_costs_original_word5.doc,documentation/legacy_text_extracts/auto_operating_costs_original_word5.txt,textutil_returncode_0
documentation/full_cost_report/chapter_four_workpapers/highway_cost_modeling_approach_original_word6.doc,documentation/legacy_text_extracts/highway_cost_modeling_approach_original_word6.txt,textutil_returncode_0
documentation/full_cost_report/chapter_four_workpapers/pavement_original_word6.doc,documentation/legacy_text_extracts/pavement_original_word6.txt,textutil_returncode_0
documentation/full_cost_report/chapter_four_highways_original_word6.doc,documentation/legacy_text_extracts/chapter_four_highways_original_word6.txt,textutil_returncode_0
documentation/full_cost_report/highway_master_chapter_original_word6.doc,documentation/legacy_text_extracts/highway_master_chapter_original_word6.txt,textutil_returncode_0
